spot_id,broker_id,sector_name,type_name,state,municipality,settlement,corridor,region,lat,lon,title,description,area_sqm,price_sqm_mxn_rent,price_sqm_mxn_sale,price_total_mxn_rent,price_total_mxn_sale,maintenance_cost_mxn,modality,days_on_market,total_inquiries,total_views,is_active,created_at,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities_count,entity,anomaly_group,anomaly_score,isolation_forest_flag,anomaly_percentile_within_group,robust_deviation_explanation
2685,106,Land,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.377165,-99.15111,"Single Land en del-valle-narvarte, Benito Juárez",Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales.,136403.0,133.23,,18172971.69,,1505376.76,rent,25,2,43,True,2025-06-09,True,0,0.0,cctv,0,273,0.0,1,fair,ceramic,0.0,spot,sector_name=Land | modality=rent,0.018519573275857737,True,0.9898477157360406,elevators=2.7 MAD; maintenance_cost_mxn=2.6 MAD; area_sqm=2.3 MAD
578,205,Industrial,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.710481,-103.408569,Single de 200 m² en andares-puerta-hierro,Espacio versátil adaptable a diferentes giros. Excelente ubicación con acceso a vías principales.,200.0,,37805.06,,7561012.0,,sale,78,4,42,True,2025-12-17,False,13,0.0,basic,9,3,,4,good,,0.0,spot,sector_name=Industrial | modality=sale,0.018001491461973274,True,0.9871794871794872,parking_spaces=2.3 MAD; area_sqm=2.2 MAD; floor_level=1.6 MAD
1231,55,Retail,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.427789,-99.19596,"Single Retail en polanco, Miguel Hidalgo",Espacio listo para ocupar con acabados de primera. Recién remodelado con acabados modernos.,628.9,201.51,31868.32,126729.64,20041986.45,15869.98,both,19,3,39,True,2026-05-11,True,0,18.0,basic,1,1,,22,needs_renovation,polished_concrete,0.0,spot,sector_name=Retail | modality=both,0.017477466408476916,True,0.9767441860465116,parking_spaces=1.5 MAD; price_sqm_mxn_sale=1.2 MAD; area_sqm=1.2 MAD
606,44,Industrial,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.39764,-99.180931,"Single Industrial en del-valle-narvarte, Benito Juárez",Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,741.4,94.0,,69691.6,,5725.69,rent,289,12,294,True,2026-01-08,False,20,0.0,cctv,28,11,,17,new,concrete,4.0,spot,sector_name=Industrial | modality=rent,0.016402379648616017,True,0.9891304347826086,maintenance_cost_mxn=1.3 MAD; luminaires=1.2 MAD; area_sqm=1.1 MAD
2508,132,Land,Subspace,Sonora,Hermosillo,Centenario,centenario-colosio,noroeste,29.073025,-110.955132,"Subspace 9337 m², centenario-colosio",Espacio versátil adaptable a diferentes giros. Excelente ubicación con acceso a vías principales. Amplio espacio con buena iluminación natural.,9337.0,37.48,7555.63,349950.76,70546917.31,23597.61,both,254,9,269,True,2024-10-25,False,14,,none,27,28,,2,new,ceramic,4.0,spot,sector_name=Land | modality=both,0.016089804899306226,True,0.9827586206896551,floor_level=2.6 MAD; elevators=1.1 MAD; luminaires=1.0 MAD
565,197,Industrial,Single,Guanajuato,León,Zona Centro,centro-leon,bajío,21.133693,-101.702965,Single de 33722 m² en centro-leon,Perfecto para negocio en crecimiento. Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural.,33722.4,111.02,,3743860.85,,203759.64,rent,47,4,55,False,2025-06-29,True,35,,none,0,70,8.3,677,fair,ceramic,0.0,spot,sector_name=Industrial | modality=rent,0.01574738951795729,True,0.9864130434782609,elevators=2.4 MAD; parking_spaces=2.0 MAD; area_sqm=2.0 MAD
1411,38,Retail,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.636689,-106.086617,"Single Retail en centro-chihuahua, Chihuahua",Amplio espacio con buena iluminación natural. Ideal para oficinas corporativas o centro de distribución.,1662.7,193.05,,320984.24,,19058.91,rent,90,5,105,False,2024-06-04,True,4,,cctv,3,5,4.5,61,new,concrete,3.0,spot,sector_name=Retail | modality=rent,0.014914355830786374,True,0.981203007518797,parking_spaces=3.9 MAD; area_sqm=2.3 MAD; maintenance_cost_mxn=1.5 MAD
1494,154,Industrial,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.156259,-100.966711,Single de 452 m² en lomas-carranza,Amplio espacio con buena iluminación natural.,452.4,99.38,15154.33,44959.51,6855818.89,2436.6,both,30,4,119,True,2025-12-20,True,38,3.0,cctv,0,0,7.4,10,good,carpet,4.0,spot,sector_name=Industrial | modality=both,0.014796593468167418,True,0.9821428571428571,elevators=2.6 MAD; maintenance_cost_mxn=2.2 MAD; area_sqm=1.7 MAD
2896,66,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.521069,-117.04875,Single de 69072 m² en zona-rio-aguacaliente,Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,69072.8,46.44,7823.43,3207740.83,540386215.7,427603.33,both,156,4,68,True,2026-02-27,True,2,4.0,cctv,7,143,0.0,0,good,wood,2.0,spot,sector_name=Land | modality=both,0.013210200572454478,True,0.9770114942528736,elevators=2.9 MAD; parking_spaces=2.6 MAD; area_sqm=2.2 MAD
1959,121,Industrial,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.668644,-103.375212,Single de 242 m² en americana-chapultepec,Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,242.8,99.33,,24117.32,,2678.91,rent,31,1,21,True,2025-08-25,True,3,0.0,cctv,2,2,,5,new,ceramic,0.0,spot,sector_name=Industrial | modality=rent,0.01305026293479139,True,0.9836956521739131,area_sqm=2.0 MAD; parking_spaces=2.0 MAD; maintenance_cost_mxn=1.9 MAD
1911,140,Land,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.523318,-117.032554,"Land Single - zona-rio-aguacaliente, Tijuana",Recién remodelado con acabados modernos. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,389.1,100.48,,39096.77,,4002.74,rent,149,6,132,True,2026-05-25,True,3,,basic,3,1,,2,fair,ceramic,0.0,spot,sector_name=Land | modality=rent,0.012834506644607835,True,0.9847715736040609,area_sqm=1.9 MAD; elevators=1.6 MAD; price_sqm_mxn_rent=1.3 MAD
2579,273,Office,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.418402,-99.187583,"Office Single - polanco, Miguel Hidalgo",Recién remodelado con acabados modernos.,2004.1,,68936.78,,138156200.8,,sale,68,5,145,True,2025-09-21,False,4,3.0,none,14,9,,101,good,polished_concrete,0.0,spot,sector_name=Office | modality=sale,0.012241847092340552,True,0.9866666666666667,elevators=2.0 MAD; floor_level=2.0 MAD; parking_spaces=1.9 MAD
1247,149,Industrial,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.58714,-100.393291,"Industrial Single - centro-queretaro, Querétaro",Ideal para oficinas corporativas o centro de distribución. Recién remodelado con acabados modernos.,2292.1,140.57,,322200.5,,27246.26,rent,12,3,77,True,2025-04-02,True,3,16.0,cctv,21,12,,48,needs_renovation,polished_concrete,4.0,spot,sector_name=Industrial | modality=rent,0.0114456200501728,True,0.9809782608695652,amenities_count=0.9 MAD; elevators=0.4 MAD; maintenance_cost_mxn=0.2 MAD
2714,235,Office,Single,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.657534,-100.364856,"Single Office en vasconcelos-calzada, San Pedro Garza García",Seguridad 24/7 y control de acceso.,3915.7,272.29,54895.89,1066205.95,214955836.47,147985.23,both,11,2,29,True,2024-04-19,True,5,2.0,full,0,7,,196,good,polished_concrete,0.0,spot,sector_name=Office | modality=both,0.011325041759515542,True,0.9828767123287672,parking_spaces=2.7 MAD; area_sqm=2.2 MAD; maintenance_cost_mxn=2.2 MAD
2460,93,Office,Subspace,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.503427,-99.29366,"Subspace en Office - lomas-verdes-satelite, Naucalpan de Juárez",Espacio listo para ocupar con acabados de primera. Ubicación estratégica cerca de centros comerciales.,2514.2,831.04,,2089400.77,,247230.04,rent,124,7,88,True,2025-06-19,True,5,0.0,cctv,4,9,2.5,127,new,wood,4.0,spot,sector_name=Office | modality=rent,0.01104673109898724,True,0.9778393351800554,price_sqm_mxn_rent=2.9 MAD; maintenance_cost_mxn=2.7 MAD; parking_spaces=2.3 MAD
1145,233,Industrial,Subspace,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.63043,-106.076658,"Subspace en Industrial - centro-chihuahua, Chihuahua",Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento. Zona de alta plusvalía y demanda comercial.,51589.5,96.76,17236.44,4991800.02,889219321.38,698720.06,both,84,5,106,True,2024-05-29,True,0,0.0,basic,1,106,10.6,1033,fair,wood,3.0,spot,sector_name=Industrial | modality=both,0.010156517377072016,True,0.9785714285714285,elevators=2.9 MAD; parking_spaces=2.8 MAD; area_sqm=2.7 MAD
1503,23,Industrial,Subspace,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.657266,-100.357183,"Subspace en Industrial - vasconcelos-calzada, San Pedro Garza García",Amplio espacio con buena iluminación natural.,25322.9,102.14,,2586481.01,,232123.21,rent,117,7,70,True,2026-04-19,True,5,,basic,2,51,12.0,509,good,,0.0,spot,sector_name=Industrial | modality=rent,0.009649727075374703,True,0.9782608695652174,vertical_height_m=3.0 MAD; elevators=2.0 MAD; parking_spaces=1.8 MAD
1733,292,Industrial,Single,San Luis Potosí,San Luis Potosí,Lomas,lomas-carranza,centro-norte,22.169028,-100.969508,"Industrial Single - lomas-carranza, San Luis Potosí",Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,16501.8,114.0,18625.78,1881205.2,307358896.4,241207.39,both,23,5,130,True,2025-05-15,False,1,,cctv,6,36,,334,fair,concrete,4.0,spot,sector_name=Industrial | modality=both,0.009157793817287985,True,0.975,floor_level=3.1 MAD; parking_spaces=1.7 MAD; elevators=1.7 MAD
484,220,Office,Single,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.428504,-99.187769,Single de 3898 m² en polanco,Excelente ubicación con acceso a vías principales. Amplio espacio con buena iluminación natural. Espacio listo para ocupar con acabados de primera.,3898.1,238.01,42814.55,927786.78,166895397.36,61415.05,both,40,4,103,True,2025-07-05,True,9,0.0,cctv,24,15,2.1,195,fair,carpet,3.0,spot,sector_name=Office | modality=both,0.008865468150455968,True,0.9794520547945206,elevators=2.8 MAD; parking_spaces=2.7 MAD; floor_level=2.5 MAD
247,279,Industrial,Single,Baja California,Tijuana,Zona Río,zona-rio-aguacaliente,noroeste,32.505303,-117.021786,"Single Industrial en zona-rio-aguacaliente, Tijuana",Ideal para oficinas corporativas o centro de distribución.,8716.6,94.0,,819360.4,,70609.9,rent,24,4,42,True,2024-01-25,True,0,4.0,cctv,29,28,,176,good,ceramic,2.0,spot,sector_name=Industrial | modality=rent,0.008731158364297276,True,0.9755434782608695,elevators=1.3 MAD; parking_spaces=0.9 MAD; area_sqm=0.9 MAD
1084,19,Land,Single,Querétaro,Querétaro,Centro Histórico,centro-queretaro,bajío,20.586413,-100.393095,Single de 8337 m² en centro-queretaro,Zona de alta plusvalía y demanda comercial.,8337.6,47.6,,396869.76,,53452.72,rent,200,3,78,True,2026-06-10,True,39,9.0,cctv,9,21,,1,new,concrete,3.0,spot,sector_name=Land | modality=rent,0.007689815391642152,True,0.9796954314720813,luminaires=1.1 MAD; amenities_count=0.7 MAD; parking_spaces=0.7 MAD
1149,189,Land,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.985797,-89.615302,Single de 42080 m² en paseo-montejo,Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,42080.3,17.34,,729672.4,,78452.46,rent,79,4,109,True,2026-06-04,False,0,5.0,basic,0,86,0.0,0,fair,ceramic,4.0,spot,sector_name=Land | modality=rent,0.007643012163677354,True,0.9746192893401016,parking_spaces=1.8 MAD; price_sqm_mxn_rent=1.7 MAD; elevators=1.7 MAD
1873,159,Retail,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.258366,-99.601905,"Retail Single - metepec-toluca, Toluca",Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos. Amplio espacio con buena iluminación natural.,20.0,,127753.88,,2555077.6,,sale,22,2,22,True,2024-08-18,False,1,,cctv,6,3,,5,good,ceramic,4.0,spot,sector_name=Retail | modality=sale,0.006900732810403598,True,0.9886363636363636,price_sqm_mxn_sale=2.3 MAD; area_sqm=1.2 MAD; floor_level=1.2 MAD
1406,93,Retail,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.654342,-106.101021,Single de 20 m² en centro-chihuahua,Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,20.0,,23231.41,,464628.2,,sale,226,11,151,True,2025-06-20,False,3,,basic,1,0,,5,good,concrete,3.0,spot,sector_name=Retail | modality=sale,0.006283701963207378,True,0.9829545454545454,price_sqm_mxn_sale=1.9 MAD; elevators=1.8 MAD; area_sqm=1.2 MAD
1183,104,Office,Single,Jalisco,Guadalajara,Colonia Americana,americana-chapultepec,occidente,20.677117,-103.374721,"Office Single - americana-chapultepec, Guadalajara",Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,3829.2,410.27,,1571005.88,,196034.58,rent,86,8,176,True,2025-05-22,True,1,,none,0,9,2.5,192,good,concrete,2.0,spot,sector_name=Office | modality=rent,0.005723784079244121,True,0.9750692520775623,parking_spaces=2.7 MAD; maintenance_cost_mxn=2.6 MAD; area_sqm=2.4 MAD
1205,269,Retail,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.711514,-103.43129,Single de 843 m² en andares-puerta-hierro,Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución.,843.5,479.67,,404601.65,,30806.45,rent,14,3,35,True,2025-06-03,True,4,,basic,9,4,3.4,33,new,concrete,1.0,spot,sector_name=Retail | modality=rent,0.00570003891623494,True,0.9774436090225563,parking_spaces=2.9 MAD; maintenance_cost_mxn=1.9 MAD; area_sqm=1.7 MAD
544,70,Office,Subspace,CDMX,Miguel Hidalgo,Polanco,polanco,centro,19.441624,-99.176739,"Office compartido en polanco, Miguel Hidalgo",Espacio listo para ocupar con acabados de primera. Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales.,30.0,255.85,,7675.5,,946.2,rent,5,1,12,True,2024-02-23,True,12,,none,0,2,1.2,4,fair,polished_concrete,4.0,spot,sector_name=Office | modality=rent,0.0056246323306244905,True,0.9722991689750693,vertical_height_m=5.6 MAD; area_sqm=1.5 MAD; maintenance_cost_mxn=1.5 MAD
834,34,Retail,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.710347,-100.455277,"Single Retail en juriquilla-juncos, Querétaro",Ubicación estratégica cerca de centros comerciales.,125.7,,131244.48,,16497431.14,,sale,10,2,43,True,2026-03-16,False,1,0.0,cctv,21,9,,6,fair,,4.0,spot,sector_name=Retail | modality=sale,0.00503263524965214,True,0.9772727272727273,price_sqm_mxn_sale=2.4 MAD; floor_level=2.3 MAD; elevators=2.0 MAD
2244,72,Industrial,Single,Puebla,Puebla,Angelópolis,angelopolis-lomas,centro-oriente,19.031147,-98.251559,"Industrial Single - angelopolis-lomas, Puebla",Amplio espacio con buena iluminación natural.,19149.6,,19871.37,,380528786.95,,sale,28,1,28,False,2025-10-05,True,33,0.0,none,0,40,,384,good,carpet,3.0,spot,sector_name=Industrial | modality=sale,0.0050067885534930134,True,0.9829059829059829,parking_spaces=2.1 MAD; elevators=2.0 MAD; area_sqm=1.9 MAD
1743,273,Office,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.701645,-103.388956,Single de 3066 m² en andares-puerta-hierro,Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,3066.1,182.87,38967.26,560697.71,119477515.89,37078.43,both,114,8,197,True,2025-07-15,True,5,,cctv,1,8,3.7,154,good,carpet,3.0,spot,sector_name=Office | modality=both,0.003784676707957235,True,0.976027397260274,parking_spaces=2.5 MAD; price_sqm_mxn_rent=2.1 MAD; area_sqm=2.1 MAD
1554,86,Land,Subspace,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.268578,-99.602564,"Subspace 15107 m², metepec-toluca",Espacio versátil adaptable a diferentes giros. Ideal para oficinas corporativas o centro de distribución. Perfecto para negocio en crecimiento.,15107.2,,10411.15,,157283325.28,,sale,148,6,164,True,2024-02-03,True,30,17.0,none,0,32,0.0,0,needs_renovation,polished_concrete,4.0,spot,sector_name=Land | modality=sale,0.0037618895720546996,True,0.9841269841269841,luminaires=2.7 MAD; parking_spaces=1.8 MAD; area_sqm=1.2 MAD
2195,105,Industrial,Single,Jalisco,Zapopan,Puerta de Hierro,andares-puerta-hierro,occidente,20.722298,-103.393445,"Single Industrial en andares-puerta-hierro, Zapopan",Fácil acceso a transporte público y avenidas principales.,236.3,,64586.51,,15261792.31,,sale,223,11,153,True,2026-04-27,True,4,0.0,cctv,1,0,8.0,4,needs_renovation,concrete,3.0,spot,sector_name=Industrial | modality=sale,0.003646157450787002,True,0.9786324786324786,price_sqm_mxn_sale=2.6 MAD; elevators=2.5 MAD; parking_spaces=2.3 MAD
2662,86,Industrial,Single,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.493909,-99.27354,"Industrial Single - lomas-verdes-satelite, Naucalpan de Juárez",Excelente ubicación con acceso a vías principales.,10247.8,,55314.43,,566851215.75,,sale,305,12,175,True,2025-12-06,True,0,,full,0,23,,206,good,concrete,0.0,spot,sector_name=Industrial | modality=sale,0.0032619052098995516,True,0.9743589743589743,price_sqm_mxn_sale=2.2 MAD; parking_spaces=1.4 MAD; elevators=1.3 MAD
1082,123,Office,Single,Estado de México,Toluca,Metepec,metepec-toluca,centro,19.253714,-99.619503,Single de 4606 m² en metepec-toluca,Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos. Perfecto para negocio en crecimiento.,4606.3,368.74,54651.62,1698527.06,251741757.21,89045.42,both,12,6,67,False,2025-02-02,True,5,0.0,none,2,11,,230,new,,4.0,spot,sector_name=Office | modality=both,0.002983321430757191,True,0.9726027397260274,parking_spaces=2.9 MAD; area_sqm=2.4 MAD; elevators=2.3 MAD
63,295,Industrial,Subspace,Estado de México,Naucalpan de Juárez,Lomas Verdes,lomas-verdes-satelite,centro,19.502196,-99.277544,"Subspace en Industrial - lomas-verdes-satelite, Naucalpan de Juárez",Ubicación estratégica cerca de centros comerciales. Amplio espacio con buena iluminación natural. Zona de alta plusvalía y demanda comercial.,6381.9,200.74,,1281102.61,,127431.18,rent,222,16,299,False,2025-07-09,True,0,,basic,27,24,,128,new,ceramic,0.0,spot,sector_name=Industrial | modality=rent,0.0026475443783787744,True,0.9728260869565217,elevators=1.2 MAD; maintenance_cost_mxn=0.9 MAD; price_sqm_mxn_rent=0.9 MAD
829,133,Office,Single,Yucatán,Mérida,Centro,paseo-montejo,sureste,20.973746,-89.606103,"Office Single - paseo-montejo, Mérida",Ubicación estratégica cerca de centros comerciales.,30.0,,72390.26,,2171707.8,,sale,91,7,112,True,2025-06-04,True,13,3.0,basic,29,13,2.6,1,new,ceramic,0.0,spot,sector_name=Office | modality=sale,0.002633765631860685,True,0.9822222222222222,floor_level=2.6 MAD; elevators=2.6 MAD; parking_spaces=1.6 MAD
2306,140,Retail,Subspace,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.398844,-99.156941,"Retail compartido en roma-condesa, Cuauhtémoc",Zona de alta plusvalía y demanda comercial.,112.3,686.48,100857.16,77091.7,11326259.07,8199.81,both,48,5,125,True,2024-08-17,True,0,14.0,basic,4,2,,3,good,concrete,0.0,spot,sector_name=Retail | modality=both,0.0022365827385936177,True,0.973421926910299,price_sqm_mxn_rent=2.6 MAD; price_sqm_mxn_sale=1.9 MAD; floor_level=0.9 MAD
905,67,Retail,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.613894,-106.082372,Single de 167 m² en centro-chihuahua,Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,167.6,487.13,,81642.99,,9165.16,rent,7,3,69,False,2024-11-07,True,5,,basic,30,10,2.5,6,good,polished_concrete,2.0,spot,sector_name=Retail | modality=rent,0.0019560678943827403,True,0.9736842105263158,vertical_height_m=3.1 MAD; floor_level=2.7 MAD; elevators=2.2 MAD
1242,230,Office,Single,Chihuahua,Chihuahua,Centro,centro-chihuahua,norte,28.624487,-106.103974,"Office Single - centro-chihuahua, Chihuahua",Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,3779.2,,74165.55,,280286446.56,,sale,42,6,175,True,2026-05-20,True,12,0.0,none,6,9,,188,needs_renovation,ceramic,2.0,spot,sector_name=Office | modality=sale,0.0016953763158569224,True,0.9777777777777777,parking_spaces=2.4 MAD; area_sqm=2.0 MAD; elevators=2.0 MAD
343,278,Industrial,Subspace,Nuevo León,San Pedro Garza García,Del Valle,vasconcelos-calzada,noreste,25.670192,-100.376246,"Subspace 2101 m², vasconcelos-calzada",Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos.,2101.5,282.29,42092.34,593232.44,88457052.51,41359.67,both,271,14,416,True,2024-05-24,False,14,19.0,basic,1,4,,43,good,ceramic,3.0,spot,sector_name=Industrial | modality=both,0.0015041909797851583,True,0.9714285714285714,price_sqm_mxn_rent=1.7 MAD; price_sqm_mxn_sale=1.3 MAD; luminaires=0.8 MAD
2715,185,Retail,Single,CDMX,Cuauhtémoc,Roma Norte,roma-condesa,centro,19.417447,-99.171687,"Single Retail en roma-condesa, Cuauhtémoc",Recién remodelado con acabados modernos. Ideal para oficinas corporativas o centro de distribución.,1641.7,,27486.56,,45124685.55,,sale,10,1,24,True,2025-12-13,True,11,3.0,basic,0,6,4.2,56,fair,ceramic,4.0,spot,sector_name=Retail | modality=sale,0.0014834822930754887,True,0.9715909090909091,parking_spaces=3.7 MAD; area_sqm=2.2 MAD; price_sqm_mxn_sale=1.5 MAD
1250,184,Land,Single,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.38813,-99.159936,"Single Land en del-valle-narvarte, Benito Juárez",Seguridad 24/7 y control de acceso.,915.8,35.42,6254.84,32437.64,5728182.47,1970.47,both,460,12,246,True,2025-02-04,True,2,20.0,none,0,2,,1,new,ceramic,2.0,spot,sector_name=Land | modality=both,0.001405130802708654,True,0.9712643678160919,elevators=1.4 MAD; maintenance_cost_mxn=1.4 MAD; area_sqm=1.2 MAD
2858,254,Land,Subspace,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.713474,-100.453226,"Subspace 9020 m², juriquilla-juncos",Excelente ubicación con acceso a vías principales.,9020.4,,5205.46,,46955331.38,,sale,96,7,90,True,2025-12-18,True,0,5.0,cctv,8,24,,5,fair,ceramic,2.0,spot,sector_name=Land | modality=sale,0.0013778035072514738,True,0.9761904761904762,parking_spaces=1.2 MAD; elevators=0.8 MAD; luminaires=0.7 MAD
2569,27,Office,Subspace,CDMX,Benito Juárez,Del Valle,del-valle-narvarte,centro,19.378656,-99.180992,"Subspace en Office - del-valle-narvarte, Benito Juárez",Perfecto para negocio en crecimiento.,30.0,,81755.82,,2452674.6,,sale,16,4,63,True,2025-04-03,True,3,5.0,none,17,5,4.3,2,good,concrete,0.0,spot,sector_name=Office | modality=sale,0.00030422469342772374,True,0.9733333333333334,vertical_height_m=2.6 MAD; floor_level=2.1 MAD; parking_spaces=1.2 MAD
2145,101,Industrial,Single,Querétaro,Querétaro,Juriquilla,juriquilla-juncos,bajío,20.713288,-100.449954,Single de 570 m² en juriquilla-juncos,Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos.,570.0,308.31,,175736.7,,9268.84,rent,264,8,193,True,2024-10-01,True,0,17.0,none,2,3,10.0,14,needs_renovation,ceramic,0.0,spot,sector_name=Industrial | modality=rent,1.7960448440601517e-05,True,0.970108695652174,price_sqm_mxn_rent=1.9 MAD; vertical_height_m=1.7 MAD; area_sqm=1.3 MAD
