spot_id,sample_stratum,original_text,title,description,sector_name,type_name,natural_light,security_type,parking_spaces,building_status,floor_material,elevators,vertical_height_m,amenities,rule_claim_natural_light,rule_claim_security,rule_claim_parking,rule_claim_readiness,rule_direct_conflict_flag,rule_land_building_copy_flag,rule_ambiguity_candidate_flag
2631,ambiguity_challenge,"Retail Single - andares-puerta-hierro, Zapopan
Amplio espacio con buena iluminación natural. Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso.","Retail Single - andares-puerta-hierro, Zapopan",Amplio espacio con buena iluminación natural. Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso.,Retail,Single,true,basic,1,needs_renovation,carpet,2,4.1,"[""cafeteria"", ""kitchen"", ""storage"", ""lounge""]",1,1,0,0,0,0,1
1644,ambiguity_challenge,"Single de 329 m² en roma-condesa
Ideal para oficinas corporativas o centro de distribución. Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso.",Single de 329 m² en roma-condesa,Ideal para oficinas corporativas o centro de distribución. Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso.,Office,Single,true,cctv,18,fair,polished_concrete,2,3.7,"[""conference_room"", ""security_booth"", ""kitchen"", ""rooftop""]",0,1,0,0,0,0,1
136,ambiguity_challenge,"Retail compartido en lomas-verdes-satelite, Naucalpan de Juárez
Ideal para oficinas corporativas o centro de distribución.","Retail compartido en lomas-verdes-satelite, Naucalpan de Juárez",Ideal para oficinas corporativas o centro de distribución.,Retail,Subspace,true,cctv,1,good,ceramic,2,3.1,[],0,0,0,0,0,0,1
369,ambiguity_challenge,"Industrial compartido en juriquilla-juncos, Querétaro
Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.","Industrial compartido en juriquilla-juncos, Querétaro",Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,Industrial,Subspace,true,basic,331,new,concrete,35,6.1,[],1,1,0,0,0,0,1
979,ambiguity_challenge,"Office Single - centenario-colosio, Hermosillo
Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento.","Office Single - centenario-colosio, Hermosillo",Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento.,Office,Single,false,basic,6,good,concrete,2,2.0,"[""kitchen"", ""conference_room""]",0,1,0,0,0,0,1
1597,clean_control,"Single de 20 m² en centenario-colosio
Recién remodelado con acabados modernos. Perfecto para negocio en crecimiento.",Single de 20 m² en centenario-colosio,Recién remodelado con acabados modernos. Perfecto para negocio en crecimiento.,Retail,Single,true,full,1,fair,ceramic,2,5.0,"[""cafeteria"", ""rooftop"", ""security_booth"", ""lounge""]",0,0,0,1,0,0,0
610,clean_control,"Single de 63 m² en macroplaza
Perfecto para negocio en crecimiento. Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución.",Single de 63 m² en macroplaza,Perfecto para negocio en crecimiento. Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución.,Office,Single,true,full,8,good,ceramic,2,2.5,"[""meeting_rooms"", ""reception"", ""storage"", ""gym""]",0,0,0,0,0,0,0
1220,clean_control,"Retail Single - centro-chihuahua, Chihuahua
Zona de alta plusvalía y demanda comercial.","Retail Single - centro-chihuahua, Chihuahua",Zona de alta plusvalía y demanda comercial.,Retail,Single,false,none,7,new,wood,0,5.6,[],0,0,0,0,0,0,0
233,clean_control,"Single Office en angelopolis-lomas, Puebla
Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.","Single Office en angelopolis-lomas, Puebla",Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,Office,Single,true,cctv,7,good,concrete,5,2.9,"[""storage""]",1,0,1,0,0,0,0
1830,clean_control,"Office Single - macroplaza, Monterrey
Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.","Office Single - macroplaza, Monterrey",Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.,Office,Single,true,basic,11,good,carpet,1,3.2,"[""conference_room"", ""parking"", ""rooftop""]",0,0,0,0,0,0,0
843,clean_control,"Single de 1409 m² en del-valle-narvarte
Zona de alta plusvalía y demanda comercial.",Single de 1409 m² en del-valle-narvarte,Zona de alta plusvalía y demanda comercial.,Office,Single,true,cctv,71,fair,polished_concrete,9,3.0,[],0,0,0,0,0,0,0
2440,clean_control,"Industrial compartido en vasconcelos-calzada, San Pedro Garza García
Perfecto para negocio en crecimiento.","Industrial compartido en vasconcelos-calzada, San Pedro Garza García",Perfecto para negocio en crecimiento.,Industrial,Subspace,true,cctv,7,needs_renovation,,2,9.9,"[""meeting_rooms""]",0,0,0,0,0,0,0
1453,clean_control,"Single Retail en americana-chapultepec, Guadalajara
Fácil acceso a transporte público y avenidas principales. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.","Single Retail en americana-chapultepec, Guadalajara",Fácil acceso a transporte público y avenidas principales. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,Retail,Single,true,cctv,43,fair,ceramic,4,4.1,"[""lounge"", ""rooftop"", ""conference_room""]",1,0,0,1,0,0,0
466,clean_control,"Land Single - polanco, Miguel Hidalgo
Fácil acceso a transporte público y avenidas principales.","Land Single - polanco, Miguel Hidalgo",Fácil acceso a transporte público y avenidas principales.,Land,Single,false,full,1,fair,concrete,26,0.0,[],0,0,0,0,0,0,0
2063,clean_control,"Office Single - vasconcelos-calzada, San Pedro Garza García
Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales.","Office Single - vasconcelos-calzada, San Pedro Garza García",Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales.,Office,Single,true,basic,6,good,concrete,0,3.2,"[""storage"", ""rooftop""]",0,0,0,0,0,0,0
1076,clean_control,"Single Office en paseo-montejo, Mérida
Ubicación estratégica cerca de centros comerciales.","Single Office en paseo-montejo, Mérida",Ubicación estratégica cerca de centros comerciales.,Office,Single,true,basic,40,fair,wood,2,3.0,"[""reception"", ""conference_room"", ""gym""]",0,0,0,0,0,0,0
2673,clean_control,"Single de 1430 m² en angelopolis-lomas
Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.",Single de 1430 m² en angelopolis-lomas,Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,Industrial,Single,true,full,31,fair,,3,8.2,"[""storage"", ""rooftop"", ""lounge"", ""meeting_rooms""]",0,0,0,0,0,0,0
89,clean_control,"Subspace 1328 m², centro-chihuahua
Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos. Ideal para oficinas corporativas o centro de distribución.","Subspace 1328 m², centro-chihuahua",Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos. Ideal para oficinas corporativas o centro de distribución.,Industrial,Subspace,false,none,31,fair,ceramic,2,7.8,[],0,0,0,1,0,0,0
1686,clean_control,"Office Single - metepec-toluca, Toluca
Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento. Amplio espacio con buena iluminación natural.","Office Single - metepec-toluca, Toluca",Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento. Amplio espacio con buena iluminación natural.,Office,Single,true,basic,55,good,ceramic,2,2.4,[],1,0,1,0,0,0,0
699,clean_control,"Single Retail en roma-condesa, Cuauhtémoc
Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.","Single Retail en roma-condesa, Cuauhtémoc",Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,Retail,Single,false,full,6,fair,concrete,2,4.2,[],0,1,0,0,0,0,0
2296,clean_control,"Single Retail en centro-chihuahua, Chihuahua
Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.","Single Retail en centro-chihuahua, Chihuahua",Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,Retail,Single,true,full,32,good,ceramic,1,4.1,"[""gym"", ""conference_room"", ""cafeteria"", ""kitchen""]",1,1,0,0,0,0,0
1309,clean_control,"Subspace en Office - lomas-carranza, San Luis Potosí
Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural.","Subspace en Office - lomas-carranza, San Luis Potosí",Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural.,Office,Subspace,true,basic,51,good,concrete,2,3.1,"[""rooftop""]",1,0,0,0,0,0,0
2906,clean_control,"Land compartido en centenario-colosio, Hermosillo
Perfecto para negocio en crecimiento.","Land compartido en centenario-colosio, Hermosillo",Perfecto para negocio en crecimiento.,Land,Subspace,true,full,3,new,carpet,41,0.0,"[""rooftop"", ""conference_room"", ""storage""]",0,0,0,0,0,0,0
322,clean_control,"Single Industrial en paseo-montejo, Mérida
Perfecto para negocio en crecimiento.","Single Industrial en paseo-montejo, Mérida",Perfecto para negocio en crecimiento.,Industrial,Single,true,basic,16,good,concrete,4,9.3,"[""storage"", ""conference_room"", ""loading_dock""]",0,0,0,0,0,0,0
1919,clean_control,"Single de 17164 m² en andares-puerta-hierro
Recién remodelado con acabados modernos. Espacio versátil adaptable a diferentes giros.",Single de 17164 m² en andares-puerta-hierro,Recién remodelado con acabados modernos. Espacio versátil adaptable a diferentes giros.,Industrial,Single,true,cctv,348,good,ceramic,38,10.6,"[""gym"", ""rooftop"", ""loading_dock""]",0,0,0,1,0,0,0
932,clean_control,"Subspace 526 m², centro-chihuahua
Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.","Subspace 526 m², centro-chihuahua",Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,Office,Subspace,true,basic,26,fair,polished_concrete,1,3.2,"[""storage"", ""loading_dock"", ""cafeteria""]",1,0,0,0,0,0,0
2529,clean_control,"Industrial compartido en centro-chihuahua, Chihuahua
Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros.","Industrial compartido en centro-chihuahua, Chihuahua",Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros.,Industrial,Subspace,true,cctv,25,new,polished_concrete,11,7.8,"[""conference_room"", ""kitchen"", ""loading_dock""]",0,0,0,0,0,0,0
1542,clean_control,"Single de 7584 m² en juriquilla-juncos
Zona de alta plusvalía y demanda comercial.",Single de 7584 m² en juriquilla-juncos,Zona de alta plusvalía y demanda comercial.,Land,Single,false,basic,1,fair,concrete,16,,"[""lounge"", ""gym""]",0,0,0,0,0,0,0
555,clean_control,"Office Single - lomas-verdes-satelite, Naucalpan de Juárez
Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.","Office Single - lomas-verdes-satelite, Naucalpan de Juárez",Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera. Amplio espacio con buena iluminación natural.,Office,Single,true,basic,2,fair,polished_concrete,2,2.7,"[""parking""]",1,0,0,1,0,0,0
2152,clean_control,"Single de 51 m² en metepec-toluca
Amplio espacio con buena iluminación natural.",Single de 51 m² en metepec-toluca,Amplio espacio con buena iluminación natural.,Retail,Single,true,basic,3,fair,concrete,0,2.5,[],1,0,0,0,0,0,0
