spot_id,sector_name,type_name,rule_id,claim_type,evidence_text,structured_field,structured_value,classification,severity,reason
1603,Office,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
1628,Land,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
1628,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1671,Office,Subspace,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1683,Land,Single,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
1693,Land,Subspace,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
1694,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1695,Industrial,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1696,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1697,Land,Single,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
1714,Office,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1714,Office,Subspace,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
1733,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1755,Office,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1756,Retail,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1768,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1805,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1808,Industrial,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1816,Industrial,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
1820,Office,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1829,Retail,Subspace,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1838,Office,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1846,Industrial,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1852,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1873,Retail,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1879,Land,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1880,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1904,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1913,Land,Subspace,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
1915,Retail,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
1957,Industrial,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1976,Office,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
1977,Office,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
1989,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
1990,Office,Subspace,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
1995,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2002,Retail,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2003,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2010,Retail,Subspace,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2011,Office,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2016,Office,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2027,Industrial,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2028,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2034,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2046,Retail,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2048,Office,Subspace,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2050,Retail,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2051,Land,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2059,Office,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2069,Land,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2079,Office,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2084,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2093,Retail,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2108,Land,Subspace,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2122,Office,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2126,Land,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2130,Office,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2136,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2145,Industrial,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2146,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2149,Retail,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2177,Land,Subspace,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2177,Land,Subspace,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2181,Retail,Subspace,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2186,Office,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2191,Retail,Subspace,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2198,Industrial,Subspace,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2212,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2213,Land,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2272,Land,Subspace,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2282,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2290,Land,Single,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2295,Land,Subspace,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2300,Retail,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2316,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2320,Land,Subspace,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2322,Land,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2347,Retail,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2361,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2385,Land,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2387,Industrial,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2393,Land,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2417,Office,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2418,Office,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2423,Land,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2425,Office,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2431,Office,Subspace,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2436,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2450,Industrial,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2454,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2463,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2471,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2473,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2481,Land,Subspace,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2487,Industrial,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2492,Retail,Subspace,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2494,Land,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2500,Land,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2502,Office,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2508,Land,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2517,Office,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2520,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2532,Office,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2533,Office,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2542,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2546,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2581,Retail,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2593,Industrial,Subspace,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2597,Office,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2615,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2616,Land,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2645,Land,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2655,Office,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2657,Industrial,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2664,Retail,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2668,Office,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2671,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2683,Retail,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2687,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2690,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2701,Retail,Single,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2712,Land,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2718,Land,Subspace,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2725,Land,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2746,Office,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2759,Industrial,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2761,Land,Single,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2769,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2777,Retail,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2790,Industrial,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2792,Land,Single,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2793,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2796,Retail,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2799,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2808,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2832,Retail,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2863,Land,Single,R002,security,Seguridad 24/7 y control de acceso.,security_type,none,candidate_contradiction,high,Listing claims security/access control while security_type is none or missing.
2869,Retail,Subspace,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2873,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2887,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2887,Industrial,Single,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2888,Office,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2911,Retail,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2923,Office,Subspace,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2929,Retail,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2958,Retail,Subspace,R003,parking,Cuenta con todos los servicios y estacionamiento.,parking_spaces,0,candidate_contradiction,medium,Listing explicitly claims parking while parking_spaces is zero/missing and parking is not listed as an amenity.
2963,Industrial,Subspace,R004,readiness,Espacio listo para ocupar con acabados de primera.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2970,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2980,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2984,Retail,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2991,Industrial,Single,R001,natural_light,Amplio espacio con buena iluminación natural.,natural_light,False,candidate_contradiction,high,Listing claims natural light while the structured natural_light field is false.
2992,Industrial,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
2999,Land,Single,R004,readiness,Recién remodelado con acabados modernos.,building_status,needs_renovation,candidate_contradiction,medium,Listing claims ready/remodeled/modern condition while building_status is needs_renovation.
