spot_id,pattern_id,classification,actionable,severity,evidence_text,structured_context,reason
778,NV_near_shopping_centers,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
778,NV_all_services,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
779,NV_road_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
779,NV_market_demand,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
780,NV_all_services,not_verifiable,False,low,Recién remodelado con acabados modernos. Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
781,NV_road_access,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
781,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
782,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
783,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
783,NV_market_demand,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
784,NV_market_demand,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
784,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
785,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
785,NV_transit_access,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
788,S003,ambiguous,False,low,Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
788,NV_all_services,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
789,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
789,NV_road_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
790,NV_market_demand,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
790,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
791,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Perfecto para negocio en crecimiento. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
792,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
793,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
795,NV_transit_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
796,NV_road_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
796,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
797,NV_road_access,not_verifiable,False,low,Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
797,NV_all_services,not_verifiable,False,low,Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
798,S001,semantic_cross_field_mismatch,True,medium,Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
798,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
799,S001,semantic_cross_field_mismatch,True,medium,Espacio listo para ocupar con acabados de primera.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
800,NV_near_shopping_centers,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
800,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
801,NV_near_shopping_centers,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
802,NV_market_demand,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
802,NV_all_services,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
806,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
807,NV_market_demand,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
807,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
808,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
808,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
809,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
810,NV_near_shopping_centers,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
811,S003,ambiguous,False,low,Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
812,NV_transit_access,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
812,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
813,NV_near_shopping_centers,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
814,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
815,S002,semantic_cross_field_mismatch,False,low,Excelente ubicación con acceso a vías principales. Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
815,S003,ambiguous,False,low,Excelente ubicación con acceso a vías principales. Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
815,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
817,S002,semantic_cross_field_mismatch,False,low,Amplio espacio con buena iluminación natural. Espacio versátil adaptable a diferentes giros. Ideal para oficinas corporativas o centro de distribución.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
818,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
819,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
820,NV_transit_access,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
820,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
821,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
821,NV_near_shopping_centers,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
822,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
822,NV_near_shopping_centers,not_verifiable,False,low,Recién remodelado con acabados modernos. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
823,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
823,NV_all_services,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
824,NV_road_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
824,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
826,NV_road_access,not_verifiable,False,low,Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
827,NV_road_access,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
828,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
829,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
831,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
831,NV_all_services,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
832,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
833,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
834,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
835,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
836,NV_road_access,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
837,NV_near_shopping_centers,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
837,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
837,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
838,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
839,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
840,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
841,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
841,NV_near_shopping_centers,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
841,NV_transit_access,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
842,S002,semantic_cross_field_mismatch,False,low,Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
842,NV_near_shopping_centers,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
842,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
843,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
844,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
846,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos. Ideal para oficinas corporativas o centro de distribución.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
847,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
847,NV_transit_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
848,NV_all_services,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
849,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución. Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
849,NV_all_services,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
850,NV_near_shopping_centers,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
850,NV_market_demand,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
851,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Espacio versátil adaptable a diferentes giros. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
852,S003,ambiguous,False,low,Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
852,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
853,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
857,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Espacio listo para ocupar con acabados de primera.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
858,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
861,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
861,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Recién remodelado con acabados modernos. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
863,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
864,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
864,NV_road_access,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
864,NV_transit_access,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
866,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
866,NV_all_services,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
867,NV_near_shopping_centers,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
868,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
869,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
870,NV_market_demand,not_verifiable,False,low,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
871,NV_road_access,not_verifiable,False,low,Recién remodelado con acabados modernos. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
872,NV_market_demand,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
872,NV_all_services,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Cuenta con todos los servicios y estacionamiento. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
873,S001,semantic_cross_field_mismatch,True,medium,Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
873,NV_transit_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
874,NV_near_shopping_centers,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
874,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
875,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
876,NV_road_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
876,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
877,S001,semantic_cross_field_mismatch,True,medium,Ideal para oficinas corporativas o centro de distribución. Espacio listo para ocupar con acabados de primera.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
878,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento. Espacio listo para ocupar con acabados de primera.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
881,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
882,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
883,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
885,S001,semantic_cross_field_mismatch,True,medium,Recién remodelado con acabados modernos.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
886,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
887,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
888,S003,ambiguous,False,low,Espacio versátil adaptable a diferentes giros. Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
889,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
889,NV_all_services,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
890,NV_all_services,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
891,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
894,NV_road_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
895,NV_near_shopping_centers,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
895,NV_transit_access,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
895,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
896,NV_transit_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
898,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
899,S003,ambiguous,False,low,Amplio espacio con buena iluminación natural. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
902,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
902,NV_transit_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
903,NV_market_demand,not_verifiable,False,low,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
903,NV_all_services,not_verifiable,False,low,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
904,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
905,S003,ambiguous,False,low,Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
905,NV_near_shopping_centers,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
905,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
906,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
906,NV_market_demand,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
907,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
908,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
909,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
910,NV_near_shopping_centers,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
910,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
